words,sentiment_coeff
november_21,-42.15156781829145
2017_03,-44.65465062288531
22_06,-22.63906954948294
what_s,-44.14076709417019
hunter,-70.37409081945172
presents,-63.75946896519701
outdoor,-73.18285306815652
st_mary,-43.09372863477699
thunder_valley,-75.0659478841942
westport_airport,-69.46142506899332
you_can,-43.78454882725158
get,-56.09730509382561
jerusalem,-73.051487329237
tomatoes,-65.61061210017843
hollywood,-73.4351432007208
458_1123,-24.16854023119215
the_ship,-61.51520566888618
wang_chung,-101.61055039694926
campus_seattle,-59.51007745495082
joseph_school,-59.39359374624765
pillai_s,-51.43328132706414
landing_heliport,-55.65804549238204
tom,-62.244725179940986
oil,-68.89524815808036
saint_francis,-80.1082340765876
n,-54.677815558739674
saint_augustine,-54.057116047963156
companies,-48.552609332540136
rutgers_university,-55.07312233038389
college_rowan,-74.711162631531
homes_and,-27.07721286908726
roger_williams,-42.809372759295265
college_rocky,-76.17637854391243
college_rochester,-36.98118774220941
roberts_wesleyan,-68.4081656562788
morris,-57.61238897504256
college_robert,-84.24173260087576
phoenix,-81.3899736097065
turner,-57.82195919151851
company,-89.66193665115935
engineering,-81.95963051615031
event,-71.19015553501814
de_leon,-54.51629629597956
seminary_saint,-58.7456461333166
pace,-68.03244647351748
college_fresno,-46.79683771685033
business_technology,-56.7497411414156
university_savannah,-46.718868265448336
santa_fe,-60.93251444843757
s_teachings,-65.3420473492412
sanford_brown,-52.983957961641934
china,-90.1873857315258
municipal_airport,-51.6369709341018
college_rancho,-49.792304200374595
god_goddess,-77.134704994372
award,-46.45338397093079
windows,-58.33940029207078
of_law,-53.27418209733309
art_institute,-56.79890919918318
district_san,-59.611397421116635
penske_media,-20.71053241924512
theology_saint,-49.343954692449024
trans_x,-77.41003226912292
saint_joseph,-45.57605509782449
biometrics,-35.01969905586158
shivaya_namaha,-86.35102828519067
culinary_institute,-62.90998179032625
warren,-51.39294829019923
manufacturing,-54.854487346471736
fun,-66.33589609644719
white,-68.48467017105237
tech,-79.08427283520086
research,-57.33739436945791
open,-72.29465692801375
internet,-48.78647284408137
neustadt,-65.30494455800455
memorial,-75.39062920337659
life_camera,-59.16548030420125
smart_navi,-49.113764317077965
berlin,-59.97307633365961
bournville_0121,-21.983630457191946
smart_router,-51.01728851393228
michigan,-54.20218871888544
stuff,-72.57206456652486
animal,-65.33819413602234
sport,-101.9853016473326
case,-62.110789149098466
ss,-57.974236684418635
fire,-83.78343697228277
personal,-46.31091574337305
alicia,-65.67028979156103
gps_global,-45.80192393979102
positioning_system,-45.37502052992144
glonass_global,-48.5276329461447
davidson,-73.46734713821782
bag,-62.318099251859245
phillips_66,-44.53521736618805
300,-80.31570823557573
i_can,-42.298857989177854
notebook_11,-57.93745414598341
ready,-61.974640634898606
care,-57.282231299965964
united_states,-52.813336802516474
power_flo,-53.589174928433174
energy,-60.024348812468254
orbiting_navigation,-51.246570195940365
power_systems,-26.5165522521598
clean,-66.68186208587277
skyline,-56.84936025588858
fig_prosciutto,-27.14498358651796
level,-24.006896378418958
or_galileo,-42.924848835840734
airlines,-9.521518444174394
speck,-59.39333349507382
satellite_system,-51.155187773463396
for_sale,-60.6311159394604
slab_table,-50.4802320253281
wood,-59.76945004416962
dsr,-76.50116328794888
manual_is,-57.06199416486972
2005,-55.61664147453677
smart_instruction,-44.168003828470084
madison,-72.60335839792295
wright,-72.05729034694902
1995,-69.94598513421171
v,-70.08465147287042
everything,-64.36699948950738
conference_mid,-82.22484114741421
urinal,-45.59983163047195
add,-40.694442094448114
if,-47.731940531155075
manual_transmission,-61.676679387476455
website,-52.57131118118636
workshop_service,-74.25700082565392
brzee,-50.23598055218724
royal,-78.13598386006552
money,-50.81365103436906
2002,-62.0614548966196
career,-41.865995038896166
diesel,-56.98271238843428
virginia,-62.56718301421452
c6_user,-64.6590547369566
last,-37.566377586956136
gold_derby,-36.64183560071338
james,-47.23050306103302
parma_san,-20.40029204765109
daniele,-20.522649116286814
a_lot,-17.9823710347934
more_about,-35.96998951639989
him,-46.95419333522502
18,-60.51603997875147
coast,-30.38470540263659
night,-50.77882884611566
ideas,-87.86915562923261
together,-67.4204869185692
minutes,-42.95430813888532
on_campus,-9.250541083338549
into_a,-55.166697167549536
online_dog,-15.801096311041825
behnitz,-37.15048296726942
services,-49.68293874406499
conference_great,-53.875464557358065
arizona,-53.11402192003753
x,-53.63509880504401
factory,-70.459854125685
cover,-65.39731101979267
next,-55.11708131920888
pasta,-33.61376378197003
six,-58.196698279072464
bryant,-68.85407412020776
alexander,-48.39035243027021
scotland,-94.63722152306937
banks,-60.47572085090831
construction,-64.61845058522955
0_jackscrew,-36.625396109169834
long,-64.82533396410454
stonnie_dennis,-58.10730657121024
c,-36.455178356223804
obedience_training,-37.259685881628506
labrador_retriever,-62.8663439321554
retriever_puppy,-60.64238368738567
stone,-58.77380151023624
04_hdci,-26.29400408824348
malaysia,-66.56325102329416
melbourne,-89.68280151750359
2018,-58.5296870456064
yes_with,-26.060510307157653
russells_hall,-70.5929221898131
rice,-80.52400679884288
hroum_shree,-59.61825960337766
college_lexington,-42.33164731968058
bedienungsanleitung_deutsch,-60.35754597330948
head,-60.9587543436693
smart_bracelet,-46.341474596908135
kids,-61.80302975702044
blog,-65.23755866101955
of_massotherapy,-59.58846149553624
national_institute,-58.0002296333696
aum_aing,-51.10829170988828
college_salem,-45.3522347928964
mango,-69.68971064628943
near,-42.34389198603299
american_university,-44.67160176633091
there_is,-35.209685614801614
murray_state,-31.556966099639325
boy,-53.387810438344864
under,-60.08461029660693
the_world,-58.115703667600776
to_grow,-36.23702051968693
st_vincent,-41.96150595302285
roasted,-30.52080139550916
status,-44.69454318414292
than,-37.17211531008657
well,-71.60489517344911
hand,-60.12515225476031
kurt_busch,-41.01388604669004
learning,-65.62494821715251
norman,-84.82435235124079
50,-66.34117954803948
season,-61.81980541270686
homestead,-94.52090431762372
homemade,-74.42978708450222
sinead_o,-45.90697005533436
lee,-64.04724187381146
coast_conference,-67.67415760795001
hroum_shreem,-62.495021294553545
grapevine,-73.19398782039619
morning,-60.90017304517945
black,-52.26425957138211
could,-57.041110166776036
hop,-94.67901296254989
games,-58.6834275208235
sid,-56.40485608348078
om_aing,-45.1711337050003
faith,-69.22491898083456
sherman,-67.84417800732942
years,-48.23636438545275
minnesota,-77.49130048921499
part,-64.04246488890406
key,-50.968662336447636
egypt,-92.51117711058262
delaware,-86.21515784638866
clinton,-67.2654938338276
tagged,-43.98576743607033
cranberry,-55.69885541243003
resort,-45.109876020643725
govindaya_namah,-52.67168114621636
north_america,-64.59640560491454
ivan,-70.42208366337327
muffins,-53.306355329718436
trike_instruction,-49.58040584115598
ida,-74.78194140995866
dog_training,-21.542639925243865
sly,-77.11717771979315
there,-40.345675099367945
beautiful,-41.18495744992461
special,-68.36313212662685
top,-30.709379240456805
biosystems,-84.16033706581327
issues,-97.80848688178156
notre_dame,-59.854498159858466
fiscal,-81.52629847971743
new_guinea,-48.463392646112595
langley,-79.42578677371847
moscow,-115.52662106756611
elaine,-75.11357730804625
cash,-72.06825261561747
columbus,-73.06405319953157
prosciutto_ham,-30.566761226620894
casa,-78.71732257374924
water,-71.11317599511614
newport,-72.08385334982312
netherlands_new,-60.14708082335685
zealand_oman,-57.20573071395715
pakistan_papua,-57.152944004039334
england,-72.54871973049563
curtis,-69.72737468861008
discussion,-63.882618358564805
gilbert,-78.72831792435535
general_discussion,-81.15400903361895
android,-77.73620613663381
zaurus,-82.50789123506732
being,-30.52092853501103
olives,-51.08197533820982
washington_ms,-72.40555087817286
washington_mississippi,-63.756472613113026
washington_washington,-62.67378329293355
warren_warren,-49.54549866374377
ward_ward,-64.43799713615526
waldo,-74.99602683930804
salami,-15.531164991959539
waldenburg,-50.714335367733256
waldenburg_waldenburg,-80.4939761852831
to_have,-34.58248524342737
wilburn,-49.97617054414884
waldo_waldo,-57.01218361459702
gps_/,-20.240535204874362
willisville_willisville,-49.92367398128973
of_long,-61.91640147089009
wideman,-25.164312090709814
crispy,-48.445334895141585
wesley_wesley,-59.01581425219221
mustang,-45.07480326960564
gordon,-46.35102397135791
wheatley,-70.09667622583832
widener_widener,-48.43379098997333
wheatley_wheatley,-56.977879342725295
wesley,-54.65346484022394
widener,-58.51837789146338
walcott,-65.26955531658669
wilburn_wilburn,-71.23823090344308
the_russian,-36.59070466599445
weiner_weiner,-67.20018546819985
watson,-55.986794967074076
we_are,-56.08264950784008
the_first,-57.72319249399206
watson_watson,-64.46453648934815
wideman_wideman,-65.34143703188053
weiner,-64.03779265654076
cheeses,-41.55783424569619
walcott_walcott,-78.1859587137913
spent,-51.82854718740208
cat,-63.65059184082029
turner_turner,-66.07808568618694
tupelo,-63.099059813670074
tupelo_tupelo,-50.23960356825029
tuckerman,-83.80876778815052
tuckerman_tuckerman,-69.37147514511891
tucker,-65.26334916679764
tucker_tucker,-48.78667249412636
singing,-56.837993905501975
traskwood,-72.20510449844474
traskwood_traskwood,-64.22501123840561
model,-66.77080177711561
b,-58.02738297643075
timbo,-67.13124104124502
timbo_timbo,-71.58690743135234
tilly,-73.39340749472485
tilly_tilly,-101.9692593063146
forward,-78.54548579325719
spirit,-80.38347912097595
ulm_ulm,-67.6352524860475
show,-47.548115831872686
film,-78.34251356337022
vilonia,-87.06927990104892
wabbaseka,-65.38696934636081
wabbaseka_wabbaseka,-61.67151478776116
french,-63.570215409893194
wabash,-79.88113512765784
wilmar_wilmar,-65.06807037680778
wabash_wabash,-96.78073212284178
has_been,-49.53072465017329
sheila,-65.3849923706781
vilonia_vilonia,-59.43231414695536
man,-54.54252897097563
vendor,-71.8993843686209
vendor_vendor,-51.82557940638352
vanndale,-79.58273844089379
vanndale_vanndale,-49.6589780112697
amphitheatre,-70.23266797706171
umpire,-53.18114576267346
umpire_umpire,-77.66341241479438
hair,-64.41927503562722
willisville,-80.13967759357908
mississippi_winstonville,-58.65213431419577
wilmar,-50.55879701419964
39190_71601,-92.02158110019924
71643_71644,-59.946917772121125
71639_71642,-99.02020284158806
71631_71638,-81.88014462881435
71613_71630,-81.57372973235982
basmati_rice,-69.13062968362048
71611_71612,-61.670249682004886
with_white,-38.27456483999321
figs_with,-47.0816046590624
71602_71603,-64.48504472510312
38781_38782,-64.07959642068214
38749_38751,-78.45358629998476
only,-25.89546133695203
38774_38776,-79.78911312881493
38772_38773,-61.75643772867486
38767_38769,-68.17580496371166
blues,-84.48489918871634
help,-34.20949559914388
bit,-45.16381413071139
38762_38764,-62.81349239059926
38759_38760,-92.54126949462007
71647_71651,-61.84635347023427
grilled_cheese,-60.691106762654314
tomato_and,-57.08769566035005
71652_71653,-75.46420146108497
71759_71762,-58.15869963875697
71752_71758,-71.06911029657599
71748_71751,-84.76837925006092
71744_71745,-60.71089606961527
71742_71743,-80.2951841326439
71726_71728,-76.44294376101253
71724_71725,-82.37560726171068
71721_71722,-101.71076919435392
71711_71720,-77.18592779993153
71678_71701,-88.77533013334727
71675_71677,-53.19046526961945
smart_tvs,-34.775985490857764
71671_71674,-50.655488584910046
71667_71670,-64.3117716086773
71665_71666,-49.137448081134174
71660_71662,-105.00207270391728
71658_71659,-72.46660011565157
71656_71657,-71.64174454863262
71654_71655,-81.3786170022242
38753_38756,-80.66761012844471
down,-57.66097357733585
winchester_winchester,-69.32677059501638
mount_how,-69.70380248637659
wright_wright,-56.521341540796605
wooster,-69.6449497664058
wooster_wooster,-65.52152395395461
woodson,-82.22494189607784
daniel,-39.38777038457095
shaw,-42.61732767731995
woodson_woodson,-69.83065613445704
witter,-44.757956466690736
smile,-55.2435807603459
witter_witter,-87.73012143368625
38740_38746,-100.39181223778411
still,-43.19917577363302
winterville_ms,-70.79176096129956
consumer,-42.56777542414035
winterville_mississippi,-63.465918671764385
ms_winterville,-76.5805478055002
snake,-59.37900586885459
winstonville_winstonville,-60.49652037348911
2020,-18.079927029976627
winchester,-64.76886334582316
loop,-66.46413850395197
wrightsville_wrightsville,-91.81996779172555
should,-66.04215381684129
wrightsville,-76.26298125110395
chris,-72.53739354606921
38732_38733,-81.00375374046395
read,-61.97780408096837
38730_38731,-74.71905454491535
experiment,-36.22434454102464
38725_38726,-84.22876170541497
38704_38720,-58.39470802495974
38702_38703,-54.40921796270629
38669_38701,-80.57335248373855
helping,-34.159145384514744
38630_38631,-55.82146928918524
arkansas_38614,-80.32807326783308
yorktown,-90.79070957160273
yorktown_yorktown,-79.34090453190387
the_urinal,-25.2663716833807
pronounce_mount,-64.79148248439908
wynne,-80.07192395855691
wynne_wynne,-73.43538153076514
question,-48.98597401650218
tillar,-66.1556118622028
thornton_thornton,-77.71364759769756
eyes,-75.90651176015149
rosedale_rosedale,-46.879640427060764
download,-61.93232249808831
romance,-69.76568095461789
romance_romance,-57.10374770275488
roland,-78.76137241802847
roland_roland,-76.79394206001344
atv,-59.616275716312806
workshop_repair,-58.074740415699814
roe,-71.45667975183402
hp_outboard,-75.58298434767337
roe_roe,-79.55242102881549
june_2013,-39.31968824965144
motorcycle_workshop,-42.90499452145038
rison,-58.04355003195414
classic,-52.50616439276173
motorcycle_service,-56.38161246083268
operating,-48.40462946119235
rison_rison,-83.44238017774123
eos,-62.470198723695574
reydell,-56.452822248382176
workshop_manual,-60.38783841969109
mississippi_rosedale,-92.95011258716758
tillar_tillar,-71.30388094147071
ms_rosie,-56.349073623898725
saratoga_saratoga,-70.418680559853
400,-64.40593580557918
salado,-87.57319440981074
manualsony,-66.5218798990659
salado_salado,-43.64814928982522
days_to,-57.91234135849229
sage_sage,-54.36794603635551
saffell,-76.0814384158793
saffell_saffell,-61.91673529312755
russellville,-40.053890449101374
russellville_russellville,-47.53031935498797
2003,-31.074737010187356
russell,-52.1291822193725
maths,-50.161038304925114
russell_russell,-63.02407330508563
royal_royal,-58.41417613582905
rover_rover,-93.3320120630694
rosston,-81.73982049149554
rosston_rosston,-43.085812384571696
parts,-59.60270490736399
pdf,-62.594632346850226
boss,-52.1853290114873
reydell_reydell,-59.37164266159237
prattsville,-77.0365570255353
prattsville_prattsville,-66.09827698885896
poyen,-83.19670312252369
poyen_poyen,-78.85861358333459
reading,-66.68612824774497
today,-75.8287095300117
powhatan,-62.05996469932025
wave,-46.87955266812736
sites,-59.66570056814625
powhatan_powhatan,-64.3573021876468
television,-49.7009341023931
poughkeepsie,-48.335023297674134
poughkeepsie_poughkeepsie,-77.84058247539484
tv,-35.76789667392956
pottsville,-73.20289829373934
v3,-67.3265349511513
pottsville_pottsville,-91.369982106809
portia,-77.60285011865527
vcal_victorian,-33.866946961842636
prescott_prescott,-57.833458015502394
ipad,-47.67577748709748
plan,-57.878882678829676
activity,-53.203322374679395
camera,-48.13376481482984
lara_ms,-52.59497557329761
mississippi_rena,-60.66956455280977
2010,-33.687205318476856
craft,-48.2558121010771
redfield,-65.71374412471765
redfield_redfield,-61.47396731723554
user_manual,-59.155994114406994
civic,-70.59058477413532
prim_prim,-75.65032029755827
ratcliff,-99.82745193177345
radio,-73.15108333477374
ratcliff_ratcliff,-67.33901032401862
quitman,-59.80516226494177
quitman_quitman,-64.71897177709283
prim,-98.90272280795187
electric,-80.61494801821503
men,-58.813780477676396
full_service,-70.41828623095184
saratoga,-64.68277650785542
scotland_scotland,-68.53683869140731
sparkman,-70.74754722676491
train,-63.781833270839606
awards,-72.67121654557214
south_africa,-57.635701520077426
appetizers,-58.13011364529062
spain,-69.17798275629352
spanish,-77.60522383309882
spice,-97.71800073209958
spice_girls,-37.971788018613516
around,-49.96832300350295
strawberry_strawberry,-40.38164767534204
ms_story,-52.19590700931317
mississippi_stoneville,-79.50956963670322
stoneville_stoneville,-81.04858940002764
stephens,-56.636992813019575
summer,-45.98383796607427
stephens_stephens,-72.14029520880183
stamps,-41.555061483133386
stamps_stamps,-78.07332496896642
springfield_springfield,-86.20404599426627
stuttgart_stuttgart,-63.119132630309494
subiaco_subiaco,-71.1594711153083
subiaco,-74.64206782327385
texarkana_tx,-66.67554214469969
tichnor,-75.31185160925651
tichnor_tichnor,-69.00785349018099
thornton,-68.0591589225706
im,-55.505422459031664
action,-58.707226825259205
thida,-67.25684552443339
soho,-46.81919169025945
thida_thida,-66.24511916993028
texarkana_texas,-58.69928915723667
sophie,-68.51811336670441
hot,-31.99316891386066
texarkana_texarkana,-74.44987033340692
sometimes,-46.348640743101036
wilson,-65.36597988581302
and_cher,-95.54954925216161
swifton,-76.55456333321136
swifton_swifton,-64.30072001359251
sony,-74.37947439178397
st_james,-52.13519427331633
sparkman_sparkman,-91.18124315674413
grade,-73.43649440869962
to_bournville,-13.009181041243641
shelby_mississippi,-59.73964330599073
heat,-56.251981237831956
ms_shelby,-65.45994640668498
mississippi_shaw,-95.24104478150004
sign,-52.99015359362934
shaw_shaw,-87.81026242557728
cup,-77.18118931922442
sedgwick,-76.5375919224412
sedgwick_sedgwick,-72.78465773051273
boom,-13.334589375198314
searcy,-70.5299219709304
formerly,-33.65541542351625
searcy_searcy,-87.6202353864438
scranton,-87.33564551356567
entertainment,-74.06558324010648
scranton_scranton,-62.73815595337035
scott_ms,-69.64668903519637
scott_mississippi,-50.640490263880714
scott_scott,-58.607754315438825
shelby_ms,-85.53000241037574
sherard_sherard,-50.30062952144675
mississippi_sherard,-61.4527698794621
sims_sims,-49.948840214956206
solgohachia,-75.92408514234099
solgohachia_solgohachia,-76.02261895137879
smithville,-34.56747431242162
think_about,-7.966733100105774
smithville_smithville,-50.821178534210226
smackover,-62.74289445766115
smackover_smackover,-67.23577189349
goals,-28.979867685755856
sidney_sidney,-71.36091354039803
ms_sheridan,-73.02535658234541
shirley_shirley,-47.489699434132994
security,-49.967577121700316
sherwood,-75.11977722264264
sherwood_sherwood,-89.52937377322436
sherrill,-71.76404188625192
sherrill_sherrill,-62.359327885695365
it_can,-40.579377822192576
work,-36.70034971894612
voice,-56.74760631352788
71839_71840,-77.19184580069377
71763_71764,-95.96537426085126
72521_72522,-42.972179751581635
72517_72519,-85.53421965267975
72501_72503,-87.3915627624497
survey,-48.0225809317047
72476_72479,-62.127950986673405
72474_72475,-70.6273432032285
middle_atlantic,-84.88651699523737
72471_72473,-72.15615245505342
72467_72469,-53.059556173475144
72465_72466,-73.31982141424419
leasing,-34.8600323045094
72457_72458,-56.976932100963836
association_mid,-53.46908775285441
72445_72449,-62.908503637389764
72433_72440,-90.50150191057969
hudson,-29.78060988900367
72431_72432,-87.38423461033985
based,-55.16702905507674
72427_72429,-77.20478147851965
title_berlin/spandau,-34.10160225709974
accessory,-66.81407702593425
72523_72524,-70.95090541021509
72205_72206,-75.59067690550657
72526_72527,-60.48337818008871
cleaner,-67.69839052862554
72579_72581,-33.860098246366036
72575_72577,-68.30164870184846
wheel,-85.88720748018747
72572_72573,-66.48201560795218
72569_72571,-98.52905991507497
72567_72568,-68.33378854285576
72564_72566,-60.093302390954314
saw,-73.45676509248482
72561_72562,-79.58556528898728
tool,-68.01359386664704
72556_72560,-107.42523903952168
72553_72555,-113.2614608428839
trimmer,-71.13658117562335
72546_72550,-92.14841707564449
72543_72545,-54.131485796433005
72536_72540,-96.27173671034785
72533_72534,-94.21846210112122
72530_72532,-58.24774028490178
72416_72421,-79.16778074723
marien_am,-26.96403349271001
72412_72415,-85.43646993861844
battery,-41.24092352686047
72333_72335,-85.55362699456177
72326_72328,-65.71365083757814
72322_72324,-94.16245618192744
72311_72312,-63.24405388297404
sonia,-56.224650820342305
72260_72295,-80.0151628031115
ii,-30.234681208560843
stuffing,-15.893052394642618
72227_72231,-36.09511032501806
72223_72225,-74.4445936642804
tin,-84.0718393651523
1_steve,-57.53580774643691
72221_72222,-84.28631861326807
72217_72219,-97.59240462002906
72215_72216,-72.38803979846504
stock,-38.578187219314
72212_72214,-80.14927272703787
roses,-51.76632820285003
72210_72211,-67.54823900832851
72336_72340,-74.58745023569105
connor,-66.35600055044966
72341_72342,-63.81757150841296
72383_72387,-63.15779275841281
72404_72410,-81.80633958478383
72402_72403,-80.43037835423095
indy,-43.36996398516393
72396_72401,-63.649092879456035
race,-53.045713768559054
since,-29.345940115064526
72392_72394,-84.38824845278215
72389_72390,-70.49852610715317
72374_72379,-56.99157376617781
simply_red,-24.798638982485606
conference_big,-59.54892219394009
72372_72373,-71.84508912390447
72368_72369,-73.803162153946
72366_72367,-74.96358630795515
east_conference,-53.29840593905321
72359_72360,-64.88566442431721
72353_72355,-77.21237241588724
72347_72352,-88.15321788580566
bruschetta_with,-42.700481617340024
72584_72585,-49.89922273470126
fuel,-79.62106853428908
72856_72857,-65.5137767727546
grilled,-54.252911560191826
serbian_church,-30.582000159357637
order,-44.13686573894763
healthy,-79.77493043241896
partnership,-48.94946408725372
75507_75599,-46.306486711159536
75504_75505,-47.991650550119516
72951_75501,-44.30714611351544
idea,-55.005149126570586
72949_72950,-55.833679888031156
media,-67.46781759835247
middle,-54.87125653744935
72943_72947,-60.16027889094649
72930_72933,-74.44409361160344
72927_72928,-38.02649268361797
klein,-49.155848961228145
72924_72926,-72.67439017449013
finance,-85.3559403522658
72863_72865,-75.35423481497085
in_bournville,-33.61098083956305
island,-48.15490259590429
children,-55.544943595386584
model_specific,-68.05898800100933
elsi,-65.8711816273356
support_zaurus,-77.16223169270695
bengali,-51.472815260569526
curry,-54.60679134498437
hardware_gpd,-55.97690949204057
devices,-48.94726351918282
gpd,-65.62777812328054
policy,-60.71405251532947
sonic,-52.56982887696921
holidays,-69.62566942405265
deepak,-69.82853282890362
lentils,-26.9053450814119
ireland_kenya,-44.27704101603733
cake,-62.344636097025976
carrot,-76.02569464941432
coconut,-88.01367487151529
cookies,-53.30148279732334
e,-62.95624263148968
72858_72860,-58.000773715585616
posted_in,-53.335947750847225
tyre,-55.32444839120767
fallacy,-60.27732793059823
72752_72760,-66.91189542417476
72740_72742,-74.21470829880907
72735_72738,-61.268535678342765
72721_72727,-74.50769924471348
72685_72686,-75.97782291634901
72682_72683,-90.58663901196914
slice_of,-30.40926335819414
72679_72680,-68.1572200504767
72670_72675,-53.87384702599259
72666_72669,-90.93326408800206
72658_72663,-72.78856590368095
72655_72657,-75.19439017130813
72648_72650,-94.09223503536793
72641_72645,-79.92765091711092
they_are,-44.929439961603826
72639_72640,-51.39891100482759
72633_72636,-72.7570388693608
72628_72629,-83.28946354921474
72617_72624,-70.69946929098943
72773_72776,-47.610217631149325
72801_72802,-77.87927150578595
72811_72812,-62.54636626639662
schott,-55.156211420578295
72854_72855,-77.83114707545808
72852_72853,-72.26743598022732
72847_72851,-89.37141467477156
new_hampshire,-42.28383538349685
carbon,-75.58372230334885
72845_72846,-77.51883548718796
72842_72843,-76.78880928318456
packard,-65.01133780604968
brooks,-56.98257251958569
72820_72821,-58.80973851918701
72840_72841,-78.05218122580757
72838_72839,-64.28788143677849
72835_72837,-79.68263933006664
72833_72834,-60.86233020221137
72830_72832,-82.19873321602533
72828_72829,-84.96566484391181
72826_72827,-89.738365640009
72823_72824,-87.63374798215001
72207_72209,-76.53782341895166
storage,-54.55890763748188
71766_71770,-74.17863039372965
72022_72023,-64.77789643399117
72017_72018,-61.601252485470724
31,-43.45245984011273
72015_72016,-77.1166222404597
russia,-33.71660227064648
72013_72014,-90.32177270578218
72011_72012,-51.2477765056984
72007_72010,-71.54663696716948
72005_72006,-92.57961484982938
we_have,-49.536800130995346
although,-45.468234188021384
72003_72004,-65.72870540502132
72001_72002,-93.38659237871988
71998_71999,-71.9342811226813
lighting,-52.462660540135
71970_71971,-90.79629049113437
71968_71969,-60.80914184283781
71965_71966,-83.65334445126932
71962_71964,-87.30378544763182
71960_71961,-83.93813757003589
72020_72021,-70.20893570080283
72024_72025,-69.97070884623945
sydney,-76.19353208583465
satellites,-54.86968825833206
paolo_toader,-61.58168375582554
rodica_toffolo,-62.466837175091015
g_tomasiello,-51.42055137563676
alessandro_tondo,-61.15314162924026
72046_72047,-68.7754708294345
72044_72045,-93.78020224995866
72042_72043,-77.52193708793541
72040_72041,-71.19103162268455
lotto_powerwheels,1.071133412112518
72038_72039,-74.10419805316515
72036_72037,-84.8111622001635
p,-42.63942909056706
72034_72035,-65.52298711676866
72032_72033,-82.01482825933283
72030_72031,-66.82590760799008
72028_72029,-76.11053551960353
assistant,-43.2786621055997
having,-50.56091972079325
72026_72027,-50.93907585217032
71958_71959,-86.73102276649095
penske_racing,-51.26753286769897
71956_71957,-81.49151094003705
71951_71952,-63.88648264509108
reception,-53.15946750655012
71862_71864,-56.88602887598979
and_beidou,-54.33250482901853
edge,-42.78215424100037
71859_71860,-96.58107826976016
71857_71858,-68.66112244413715
71854_71855,-58.172817443381675
71852_71853,-59.874750022346426
even,-60.90878137384824
71847_71851,-68.6368617379595
applications,-60.986223121902164
71844_71845,-62.42353610155272
